"","ref.date","value","id.num","series.name"
"133",2011-01-01,80.76,1475,"id = 1475"
"134",2011-02-01,74.62,1475,"id = 1475"
"135",2011-03-01,83.27,1475,"id = 1475"
"136",2011-04-01,83.35,1475,"id = 1475"
"137",2011-05-01,85.08,1475,"id = 1475"
"138",2011-06-01,83.61,1475,"id = 1475"
"139",2011-07-01,84.82,1475,"id = 1475"
"140",2011-08-01,84.65,1475,"id = 1475"
"141",2011-09-01,83.7,1475,"id = 1475"
"142",2011-10-01,87.59,1475,"id = 1475"
"143",2011-11-01,88.28,1475,"id = 1475"
"144",2011-12-01,117.77,1475,"id = 1475"
"145",2012-01-01,88.02,1475,"id = 1475"
"146",2012-02-01,83.87,1475,"id = 1475"
"147",2012-03-01,93.73,1475,"id = 1475"
"148",2012-04-01,88.98,1475,"id = 1475"
"149",2012-05-01,93.21,1475,"id = 1475"
"150",2012-06-01,90.53,1475,"id = 1475"
"151",2012-07-01,92.17,1475,"id = 1475"
"152",2012-08-01,95.03,1475,"id = 1475"
"153",2012-09-01,92.26,1475,"id = 1475"
"154",2012-10-01,95.81,1475,"id = 1475"
"155",2012-11-01,97.54,1475,"id = 1475"
"156",2012-12-01,126.59,1475,"id = 1475"
"157",2013-01-01,92.87,1475,"id = 1475"
"158",2013-02-01,83.96,1475,"id = 1475"
"159",2013-03-01,98.31,1475,"id = 1475"
"160",2013-04-01,89.23,1475,"id = 1475"
"161",2013-05-01,96.67,1475,"id = 1475"
"162",2013-06-01,92.61,1475,"id = 1475"
"163",2013-07-01,97.45,1475,"id = 1475"
"164",2013-08-01,101.69,1475,"id = 1475"
"165",2013-09-01,96.58,1475,"id = 1475"
"166",2013-10-01,101.95,1475,"id = 1475"
"167",2013-11-01,103.59,1475,"id = 1475"
"168",2013-12-01,130.91,1475,"id = 1475"
"169",2014-01-01,98.92,1475,"id = 1475"
"170",2014-02-01,91.22,1475,"id = 1475"
"171",2014-03-01,97.8,1475,"id = 1475"
"172",2014-04-01,95.98,1475,"id = 1475"
"173",2014-05-01,99.87,1475,"id = 1475"
"174",2014-06-01,92.61,1475,"id = 1475"
"175",2014-07-01,95.29,1475,"id = 1475"
"176",2014-08-01,99.09,1475,"id = 1475"
"177",2014-09-01,94.16,1475,"id = 1475"
"178",2014-10-01,100.91,1475,"id = 1475"
"179",2014-11-01,104.11,1475,"id = 1475"
"180",2014-12-01,130.05,1475,"id = 1475"
"181",2015-01-01,99.87,1475,"id = 1475"
"182",2015-02-01,89.23,1475,"id = 1475"
"183",2015-03-01,97.36,1475,"id = 1475"
"184",2015-04-01,92.95,1475,"id = 1475"
"185",2015-05-01,96.5,1475,"id = 1475"
"186",2015-06-01,89.84,1475,"id = 1475"
"187",2015-07-01,91.66,1475,"id = 1475"
"188",2015-08-01,92.52,1475,"id = 1475"
"189",2015-09-01,90.19,1475,"id = 1475"
"190",2015-10-01,97.54,1475,"id = 1475"
"191",2015-11-01,97.8,1475,"id = 1475"
"192",2015-12-01,122.09,1475,"id = 1475"
"193",2016-01-01,89.49,1475,"id = 1475"
"194",2016-02-01,86.12,1475,"id = 1475"
"195",2016-03-01,92.78,1475,"id = 1475"
"196",2016-04-01,88.54,1475,"id = 1475"
"197",2016-05-01,89.84,1475,"id = 1475"
"198",2016-06-01,88.02,1475,"id = 1475"
"199",2016-07-01,89.41,1475,"id = 1475"
"200",2016-08-01,89.84,1475,"id = 1475"
"201",2016-09-01,85.6,1475,"id = 1475"
"202",2016-10-01,91.31,1475,"id = 1475"
"203",2016-11-01,94.42,1475,"id = 1475"
"204",2016-12-01,116.99,1475,"id = 1475"
"205",2017-01-01,89.96,1475,"id = 1475"
"206",2017-02-01,83.44,1475,"id = 1475"
"207",2017-03-01,84.64,1475,"id = 1475"
"208",2017-04-01,90.08,1475,"id = 1475"
"209",2017-05-01,91.54,1475,"id = 1475"
"210",2017-06-01,90.71,1475,"id = 1475"
"211",2017-07-01,92.52,1475,"id = 1475"
"212",2017-08-01,91.42,1475,"id = 1475"
"213",2017-09-01,91.29,1475,"id = 1475"
"214",2017-10-01,93.12,1475,"id = 1475"
"215",2017-11-01,98.74,1475,"id = 1475"
"216",2017-12-01,123.37,1475,"id = 1475"
"217",2018-01-01,91.8,1475,"id = 1475"
"218",2018-02-01,82.65,1475,"id = 1475"
"219",2018-03-01,92.79,1475,"id = 1475"
"220",2018-04-01,89.98,1475,"id = 1475"
"221",2018-05-01,94.09,1475,"id = 1475"
"222",2018-06-01,91.38,1475,"id = 1475"
"223",2018-07-01,92.47,1475,"id = 1475"
"224",2018-08-01,96.22,1475,"id = 1475"
"225",2018-09-01,92.12,1475,"id = 1475"
"226",2018-10-01,93.34,1475,"id = 1475"
"227",2018-11-01,103.97,1475,"id = 1475"
"228",2018-12-01,125.16,1475,"id = 1475"
"229",2019-01-01,94.61,1475,"id = 1475"
"230",2019-02-01,86.7,1475,"id = 1475"
"231",2019-03-01,89.14,1475,"id = 1475"
"232",2019-04-01,91.78,1475,"id = 1475"
"233",2019-05-01,95.4,1475,"id = 1475"
"234",2019-06-01,93.2,1475,"id = 1475"
"235",2019-07-01,95.13,1475,"id = 1475"
"236",2019-08-01,99.02,1475,"id = 1475"
"237",2019-09-01,94.26,1475,"id = 1475"
"238",2019-10-01,98.93,1475,"id = 1475"
"239",2019-11-01,107.41,1475,"id = 1475"
"240",2019-12-01,128.5,1475,"id = 1475"
"241",2020-01-01,96.09,1475,"id = 1475"
"242",2020-02-01,91.39,1475,"id = 1475"
"243",2020-03-01,94.6,1475,"id = 1475"
"244",2020-04-01,77,1475,"id = 1475"
"245",2020-05-01,87.14,1475,"id = 1475"
"246",2020-06-01,92.68,1475,"id = 1475"
"247",2020-07-01,100.49,1475,"id = 1475"
"248",2020-08-01,102.06,1475,"id = 1475"
"249",2020-09-01,99.58,1475,"id = 1475"
"250",2020-10-01,105.98,1475,"id = 1475"
"251",2020-11-01,110.23,1475,"id = 1475"
"252",2020-12-01,129.92,1475,"id = 1475"
"253",2021-01-01,96.35,1475,"id = 1475"
"254",2021-02-01,89.82,1475,"id = 1475"
"255",2021-03-01,94.83,1475,"id = 1475"
"256",2021-04-01,94.51,1475,"id = 1475"
"257",2021-05-01,103.8,1475,"id = 1475"
"258",2021-06-01,99.8,1475,"id = 1475"
"259",2021-07-01,106.32,1475,"id = 1475"
"260",2021-08-01,100.18,1475,"id = 1475"
"261",2021-09-01,94.8,1475,"id = 1475"
"262",2021-10-01,99.77,1475,"id = 1475"
"263",2021-11-01,106.81,1475,"id = 1475"
"264",2021-12-01,126.7,1475,"id = 1475"
"265",2022-01-01,95.29,1475,"id = 1475"
"266",2022-02-01,89.65,1475,"id = 1475"
"267",2022-03-01,97.84,1475,"id = 1475"
"268",2022-04-01,98.7,1475,"id = 1475"
"269",2022-05-01,102.18,1475,"id = 1475"
"270",2022-06-01,98.19,1475,"id = 1475"
"271",2022-07-01,99.67,1475,"id = 1475"
"272",2022-08-01,99.03,1475,"id = 1475"
"273",2022-09-01,96.38,1475,"id = 1475"
"274",2022-10-01,100.34,1475,"id = 1475"
"275",2022-11-01,106.16,1475,"id = 1475"
"276",2022-12-01,125.92,1475,"id = 1475"
